rank,person_name,rankings_school,score_blended_50_50,score_papers_norm,score_citations_norm,paper_count_frac_authors,citation_frac_authors_openalex,unique_om_or_papers
1,David Simchi-Levi,MIT,0.831235,1.000000,0.662470,19.7667,276.2500,40
2,Yiangos Papanastasiou,UC Berkeley (Haas),0.607959,0.215918,1.000000,4.3333,417.0000,8
3,Jiri Chod,Boston College (Carroll),0.527556,0.090604,0.964508,1.8667,402.2000,4
4,Ming Hu,Toronto (Rotman),0.414296,0.211686,0.616906,4.2500,257.2500,11
5,John R. Birge,Chicago (Booth),0.409433,0.059273,0.759592,1.2500,316.7500,3
6,Serguei Netessine,Wharton (UPenn),0.407097,0.165114,0.649081,3.3333,270.6667,9
7,Jun Li,Michigan (Ross),0.405707,0.143949,0.667466,2.9167,278.3333,8
8,Christopher S. Tang,UCLA (Anderson),0.390877,0.088907,0.692846,1.8333,288.9167,5
9,Kostas Bimpikis,Stanford,0.386940,0.148181,0.625700,3.0000,260.9167,9
10,Panos Kouvelis,WashU (Olin),0.386900,0.093144,0.680655,1.9167,283.8333,5
11,Soo-Haeng Cho,Carnegie Mellon (Tepper),0.385241,0.148181,0.622302,3.0000,259.5000,8
12,Gerry Tsoukalas,Wharton (UPenn),0.379237,0.082135,0.676339,1.7000,282.0333,5
13,Siva Viswanathan,Maryland (Smith),0.375693,0.021170,0.730216,0.5000,304.5000,1
14,Hau L. Lee,Stanford,0.373168,0.038103,0.708233,0.8333,295.3333,2
15,Georgia Perakis,MIT,0.341929,0.132939,0.550919,2.7000,229.7333,9
16,Nikolaos Trichakis,MIT,0.308916,0.132939,0.484892,2.7000,202.2000,9
17,Ruomeng Cui,Emory (Goizueta),0.298739,0.063505,0.533973,1.3333,222.6667,4
18,Santiago Gallino,Dartmouth (Tuck),0.289984,0.071974,0.507994,1.5000,211.8333,4
19,Fei Gao,Indiana (Kelley),0.289223,0.080443,0.498002,1.6667,207.6667,4
20,Robert Swinney,Duke (Fuqua),0.275484,0.046572,0.504396,1.0000,210.3333,3
21,Dennis J. Zhang,WashU (Olin),0.271666,0.058064,0.485269,1.2262,202.3571,5
22,Dimitris Bertsimas,MIT,0.255705,0.093144,0.418265,1.9167,174.4167,5
23,Juan Camilo Serpa,McGill (Desautels),0.255290,0.135480,0.375100,2.7500,156.4167,7
24,Achal Bassamboo,Northwestern (Kellogg),0.246952,0.148181,0.345724,3.0000,144.1667,8
25,Hyoduk Shin,UC San Diego (Rady),0.246213,0.093144,0.399281,1.9167,166.5000,5
26,John Gunnar Carlsson,USC (Marshall),0.244398,0.021170,0.467626,0.5000,195.0000,1
26,Siyuan Song,USC (Marshall),0.244398,0.021170,0.467626,0.5000,195.0000,1
28,Christian Terwiesch,Wharton (UPenn),0.239096,0.060965,0.417226,1.2833,173.9833,4
29,Alan Scheller-Wolf,Carnegie Mellon (Tepper),0.237071,0.059273,0.414868,1.2500,173.0000,4
30,Joel Goh,Harvard,0.232157,0.055041,0.409273,1.1667,170.6667,3
31,Bradley R. Staats,UNC (Kenan-Flagler),0.231260,0.101608,0.360911,2.0833,150.5000,6
32,Ilan Lobel,NYU (Stern),0.230598,0.110078,0.351119,2.2500,146.4167,5
33,Vishal V. Agrawal,UW (Foster),0.229594,0.063505,0.395683,1.3333,165.0000,3
34,Zuo-Jun Max Shen,UC Berkeley (Haas),0.221924,0.062296,0.381552,1.3095,159.1071,5
35,Hamed Mamani,UW (Foster),0.218055,0.056733,0.379376,1.2000,158.2000,4
36,Maxime C. Cohen,MIT,0.216582,0.012701,0.420464,0.3333,175.3333,1
36,Ruben Lobel,Wharton (UPenn),0.216582,0.012701,0.420464,0.3333,175.3333,1
38,Paat Rusmevichientong,USC (Marshall),0.210166,0.099068,0.321263,2.0333,133.9667,6
39,Di (Andrew) Wu,Michigan (Ross),0.202483,0.101608,0.303357,2.0833,126.5000,4
40,Srikanth Jagabathula,NYU (Stern),0.196097,0.080443,0.311751,1.6667,130.0000,4
41,Retsef Levi,MIT,0.192828,0.127920,0.257737,2.6012,107.4762,9
42,Xuanming Su,Wharton (UPenn),0.189826,0.063505,0.316147,1.3333,131.8333,3
43,Dan A. Iancu,Stanford,0.183514,0.059273,0.307754,1.2500,128.3333,4
44,Özalp Özer,UT Dallas,0.183454,0.114310,0.252598,2.3333,105.3333,6
45,Robert J. Batt,Wisconsin-Madison,0.182432,0.063505,0.301359,1.3333,125.6667,3
46,Maxime C. Cohen,McGill (Desautels),0.180745,0.088907,0.272582,1.8333,113.6667,6
47,N. Bora Keskin,Duke (Fuqua),0.176586,0.097376,0.255795,2.0000,106.6667,5
48,Vishal Gaur,Cornell,0.176430,0.084675,0.268185,1.7500,111.8333,5
49,Harish Krishnan,UBC (Sauder),0.176348,0.088907,0.263789,1.8333,110.0000,4
50,Tom Fangyun Tan,SMU (Cox),0.174039,0.063505,0.284572,1.3333,118.6667,3
51,Tunay I. Tunca,Maryland (Smith),0.173655,0.021170,0.326139,0.5000,136.0000,1
52,Vivek F. Farias,MIT,0.169652,0.099495,0.239808,2.0417,100.0000,6
53,Hessam Bavafa,Wisconsin-Madison,0.166285,0.090604,0.241966,1.8667,100.9000,5
54,Hamsa Bastani,Wharton (UPenn),0.166254,0.156650,0.175859,3.1667,73.3333,7
55,Andrew M. Davis,Cornell,0.163917,0.124897,0.202938,2.5417,84.6250,7
56,Suvrat Dhanorkar,Penn State (Smeal),0.163247,0.063505,0.262990,1.3333,109.6667,2
57,Jeffrey Pfeffer,Stanford,0.162625,0.012701,0.312550,0.3333,130.3333,1
57,Stefanos A. Zenios,Stanford,0.162625,0.012701,0.312550,0.3333,130.3333,1
59,Vishal Gupta,USC (Marshall),0.157930,0.127011,0.188849,2.5833,78.7500,5
60,Jing-Sheng Song,Duke (Fuqua),0.156329,0.080443,0.232214,1.6667,96.8333,4
61,Santiago R. Balseiro,Columbia,0.155729,0.080443,0.231015,1.6667,96.3333,4
62,L. Beril Toktay,Georgia Tech (Scheller),0.153193,0.071974,0.234412,1.5000,97.7500,5
63,Ryan Webb,Toronto (Rotman),0.152783,0.046572,0.258993,1.0000,108.0000,1
64,Jordan Tong,Wisconsin-Madison,0.152732,0.080443,0.225020,1.6667,93.8333,4
65,Gérard P. Cachon,Wharton (UPenn),0.152567,0.088907,0.216227,1.8333,90.1667,3
66,Omar Besbes,Columbia,0.152367,0.088907,0.215827,1.8333,90.0000,5
67,Mor Armony,NYU (Stern),0.149823,0.055041,0.244604,1.1667,102.0000,3
68,Adam N. Elmachtoub,Columbia,0.149536,0.127011,0.172062,2.5833,71.7500,7
69,Xiuli Chao,Michigan (Ross),0.147736,0.080443,0.215028,1.6667,89.6667,5
70,Mark Weber,MIT,0.145890,0.005929,0.285851,0.2000,119.2000,1
71,Stephen Leider,Michigan (Ross),0.143613,0.088486,0.198741,1.8250,82.8750,6
72,Nur Sunar,UNC (Kenan-Flagler),0.143463,0.063505,0.223421,1.3333,93.1667,3
73,Nathan Kallus,Cornell,0.142886,0.114310,0.171463,2.3333,71.5000,5
74,Zhuoxin Li,Boston College (Carroll),0.142353,0.038103,0.246603,0.8333,102.8333,2
75,Ioannis Bellos,Virginia (Darden),0.140681,0.021170,0.260192,0.5000,108.5000,1
76,Florenta Teodoridis,USC (Marshall),0.139593,0.046572,0.232614,1.0000,97.0000,1
76,Roman Kapuscinski,Michigan (Ross),0.139593,0.046572,0.232614,1.0000,97.0000,3
78,Eugen Dimant,Wharton (UPenn),0.138394,0.046572,0.230216,1.0000,96.0000,1
79,Jillian A. Berry Jaeker,Boston U (Questrom),0.137683,0.021170,0.254197,0.5000,106.0000,1
80,Pnina Feldman,Boston U (Questrom),0.137033,0.055041,0.219025,1.1667,91.3333,3
81,Carri W. Chan,Columbia,0.131477,0.073666,0.189288,1.5333,78.9333,5
82,Daniela Saban,Stanford,0.131404,0.093144,0.169664,1.9167,70.7500,5
83,Shiliang Cui,UW (Foster),0.131273,0.063505,0.199041,1.3333,83.0000,4
84,Hummy Song,Wharton (UPenn),0.129508,0.052501,0.206515,1.1167,86.1167,4
85,Jason Chan,Minnesota (Carlson),0.127547,0.033871,0.221223,0.7500,92.2500,2
86,Leela Nageswaran,UW (Foster),0.127276,0.063505,0.191047,1.3333,79.6667,4
87,Izak Duenyas,Michigan (Ross),0.126837,0.090604,0.163070,1.8667,68.0000,6
88,Kyle Hyndman,UT Dallas,0.125399,0.091026,0.159772,1.8750,66.6250,5
89,Erica L. Plambeck,Stanford,0.124605,0.046572,0.202638,1.0000,84.5000,2
90,Enno Siemsen,Wisconsin-Madison,0.123080,0.063505,0.182654,1.3333,76.1667,3
91,Gustaf Bellstam,UW (Foster),0.122657,0.012701,0.232614,0.3333,97.0000,1
91,J. Anthony Cookson,Colorado (Leeds),0.122657,0.012701,0.232614,0.3333,97.0000,1
91,Sanjai Bhagat,Colorado (Leeds),0.122657,0.012701,0.232614,0.3333,97.0000,1
94,Jan A. Van Mieghem,Northwestern (Kellogg),0.122245,0.055041,0.189448,1.1667,79.0000,4
95,Ruixue Guo,Stanford,0.120659,0.012701,0.228617,0.3333,95.3333,1
96,Boxiao Chen,UIUC (Gies),0.120657,0.080443,0.160871,1.6667,67.0833,5
97,Nikolay Osadchiy,Emory (Goizueta),0.119936,0.029639,0.210232,0.6667,87.6667,2
98,Greys Sošić,USC (Marshall),0.117329,0.073666,0.160991,1.5333,67.1333,3
99,John J. Horton,NYU (Stern),0.116811,0.046572,0.187050,1.0000,78.0000,1
100,He Wang,Georgia Tech (Scheller),0.116649,0.055041,0.178257,1.1667,74.3333,3
101,Peng Shi,USC (Marshall),0.115346,0.122779,0.107914,2.5000,45.0000,3
102,Karan Girotra,Cornell,0.114740,0.029639,0.199840,0.6667,83.3333,2
103,Laurens Debo,Dartmouth (Tuck),0.114524,0.071974,0.157074,1.5000,65.5000,4
104,Yao Cui,Cornell,0.114014,0.046572,0.181455,1.0000,75.6667,3
105,Noureddine El Karoui,UC Berkeley (Haas),0.112666,0.012701,0.212630,0.3333,88.6667,1
106,Basak Kalkanci,Georgia Tech (Scheller),0.112015,0.046572,0.177458,1.0000,74.0000,2
107,Ryan W. Buell,Harvard,0.111000,0.088907,0.133094,1.8333,55.5000,3
108,Yonatan Gur,Stanford,0.110854,0.055041,0.166667,1.1667,69.5000,3
109,Christos Zacharias,Florida (Warrington),0.110217,0.046572,0.173861,1.0000,72.5000,2
110,Atalay Atasu,Georgia Tech (Scheller),0.109879,0.038103,0.181655,0.8333,75.7500,3
111,Tony Haitao Cui,Minnesota (Carlson),0.109579,0.038103,0.181055,0.8333,75.5000,2
112,Yong-Pin Zhou,UW (Foster),0.108456,0.055041,0.161871,1.1667,67.5000,3
113,Jing Dong,Columbia,0.107586,0.084675,0.130496,1.7500,54.4167,5
114,Marios Kokkodis,NYU (Stern),0.105909,0.021170,0.190647,0.5000,79.5000,1
114,Panagiotis G. Ipeirotis,NYU (Stern),0.105909,0.021170,0.190647,0.5000,79.5000,1
116,Foad Iravani,UW (Foster),0.105471,0.012701,0.198241,0.3333,82.6667,1
116,Saed Alizamir,Yale,0.105471,0.012701,0.198241,0.3333,82.6667,1
118,Shima Nassiri,UW (Foster),0.105147,0.029639,0.180655,0.6667,75.3333,2
119,Ken Moon,Wharton (UPenn),0.104057,0.068586,0.139528,1.4333,58.1833,6
120,Nan Liu,Boston College (Carroll),0.103549,0.052501,0.154596,1.1167,64.4667,4
121,Hamid Nazerzadeh,USC (Marshall),0.103096,0.063505,0.142686,1.3333,59.5000,3
122,Lorin M. Hitt,Wharton (UPenn),0.102673,0.012701,0.192646,0.3333,80.3333,1
123,Song-Hee Kim,USC (Marshall),0.102079,0.059273,0.144884,1.2500,60.4167,4
124,Ian Larkin,UCLA (Anderson),0.101985,0.038103,0.165867,0.8333,69.1667,2
125,Yash Kanoria,Columbia,0.101452,0.076206,0.126699,1.5833,52.8333,4
126,Lingxiu Dong,WashU (Olin),0.101113,0.021170,0.181055,0.5000,75.5000,2
127,Elena Katok,UT Dallas,0.100801,0.105419,0.096183,2.1583,40.1083,7
128,Anita L. Tucker,Boston U (Questrom),0.099783,0.018630,0.180935,0.4500,75.4500,2
129,Ozan Candogan,Chicago (Booth),0.099647,0.097376,0.101918,2.0000,42.5000,5
130,David B. Brown,Duke (Fuqua),0.099498,0.063505,0.135492,1.3333,56.5000,3
131,Assaf Zeevi,Columbia,0.099463,0.055041,0.143885,1.1667,60.0000,3
132,Ashish Kabra,Maryland (Smith),0.098752,0.029639,0.167866,0.6667,70.0000,2
133,Will Ma,Columbia,0.098304,0.110078,0.086531,2.2500,36.0833,5
134,Gilvan C. Souza,Indiana (Kelley),0.098115,0.021170,0.175060,0.5000,73.0000,1
135,Daniel Feiler,Dartmouth (Tuck),0.097500,0.063505,0.131495,1.3333,54.8333,3
136,Antonio Moreno,Northwestern (Kellogg),0.097478,0.012701,0.182254,0.3333,76.0000,1
136,Ioannis Stamatopoulos,Northwestern (Kellogg),0.097478,0.012701,0.182254,0.3333,76.0000,1
138,Shayan Ehsani,Stanford,0.096754,0.029639,0.163869,0.6667,68.3333,2
139,William Schmidt,Cornell,0.096701,0.063505,0.129896,1.3333,54.1667,3
140,Sheng Liu,Toronto (Rotman),0.096678,0.012701,0.180655,0.3333,75.3333,1
141,Jiawei Zhang,NYU (Stern),0.096366,0.055041,0.137690,1.1667,57.4167,4
142,Yanchong Zheng,MIT,0.094867,0.055041,0.134692,1.1667,56.1667,3
143,J. George Shanthikumar,Purdue (Daniels),0.094751,0.083827,0.105676,1.7333,44.0667,6
144,Arash Asadpour,NYU (Stern),0.092449,0.050804,0.134093,1.0833,55.9167,3
145,Laurens Debo,Chicago (Booth),0.091482,0.012701,0.170264,0.3333,71.0000,1
146,Huseyin Topaloglu,Cornell,0.091238,0.048264,0.134213,1.0333,55.9667,4
147,Manel Baucells,Virginia (Darden),0.091143,0.071974,0.110312,1.5000,46.0000,3
148,Timothy C. Y. Chan,Toronto (Rotman),0.090956,0.074997,0.106914,1.5595,44.5833,5
149,Karen Donohue,Minnesota (Carlson),0.090759,0.029639,0.151878,0.6667,63.3333,2
150,Tinglong Dai,Johns Hopkins (Carey),0.088856,0.097376,0.080336,2.0000,33.5000,5
151,Qi Feng,Purdue (Daniels),0.088712,0.073666,0.103757,1.5333,43.2667,5
152,Guillaume Roels,UCLA (Anderson),0.087797,0.038103,0.137490,0.8333,57.3333,2
153,Chris Parker,UW (Foster),0.086125,0.021170,0.151079,0.5000,63.0000,1
153,Jorge Mejia,Indiana (Kelley),0.086125,0.021170,0.151079,0.5000,63.0000,1
155,Robert L. Bray,Northwestern (Kellogg),0.086109,0.063505,0.108713,1.3333,45.3333,2
156,Yue Zhang,Penn State (Smeal),0.085037,0.046572,0.123501,1.0000,51.5000,2
157,Yining Wang,Florida (Warrington),0.084420,0.042340,0.126499,0.9167,52.7500,3
158,James Siderius,MIT,0.083423,0.088907,0.077938,1.8333,32.5000,4
158,Mohamed Mostagir,Michigan (Ross),0.083423,0.088907,0.077938,1.8333,32.5000,4
160,Jónas Oddur Jónasson,MIT,0.081850,0.071974,0.091727,1.5000,38.2500,4
161,Marshall Fisher,Wharton (UPenn),0.081490,0.012701,0.150280,0.3333,62.6667,1
162,Lamar Pierce,WashU (Olin),0.080291,0.012701,0.147882,0.3333,61.6667,1
163,Elena Belavina,Chicago (Booth),0.079892,0.012701,0.147082,0.3333,61.3333,1
164,Jingxing (Rowena) Gan,SMU (Cox),0.078693,0.012701,0.144684,0.3333,60.3333,1
165,Xiao Lei,Columbia,0.078349,0.025402,0.131295,0.5833,54.7500,2
166,Masha Shunko,UW (Foster),0.077960,0.050804,0.105116,1.0833,43.8333,3
167,Fernando Bernstein,Duke (Fuqua),0.077569,0.029639,0.125500,0.6667,52.3333,2
168,So Yeon Chun,UW (Foster),0.076917,0.063505,0.090328,1.3333,37.6667,3
169,Jessica A. Wachter,Wharton (UPenn),0.076532,0.021170,0.131894,0.5000,55.0000,1
170,William S. Lovejoy,Michigan (Ross),0.076206,0.038103,0.114309,0.8333,47.6667,2
171,Francisco Castro,UCLA (Anderson),0.075971,0.029639,0.122302,0.6667,51.0000,2
172,Mika Sumida,Cornell,0.075140,0.022862,0.127418,0.5333,53.1333,2
173,Hao Zhang,UBC (Sauder),0.074630,0.088907,0.060352,1.8333,25.1667,3
174,Katherine L. Milkman,Wharton (UPenn),0.074584,0.032662,0.116507,0.7262,48.5833,3
175,Agostino Capponi,Columbia,0.074121,0.082135,0.066107,1.7000,27.5667,5
176,Costis Maglaras,Columbia,0.073652,0.025402,0.121902,0.5833,50.8333,2
177,Milind Dawande,UT Dallas,0.073575,0.076206,0.070943,1.5833,29.5833,6
178,Brett Hemenway Falk,Wharton (UPenn),0.073535,0.021170,0.125899,0.5000,52.5000,1
179,Ambar La Forgia,UC Berkeley (Haas),0.073157,0.071974,0.074341,1.5000,31.0000,2
180,Nicholas C. Petruzzi,Penn State (Smeal),0.073097,0.012701,0.133493,0.3333,55.6667,1
181,Qiuping Yu,Georgia Tech (Scheller),0.072047,0.046572,0.097522,1.0000,40.6667,3
182,Rajan Udwani,UC Berkeley (Haas),0.071908,0.105846,0.037970,2.1667,15.8333,3
183,Fernanda Bravo,UCLA (Anderson),0.071792,0.033871,0.109712,0.7500,45.7500,2
184,Itai Ashlagi,Stanford,0.071286,0.055041,0.087530,1.1667,36.5000,3
185,Joline Uichanco,Michigan (Ross),0.071175,0.029639,0.112710,0.6667,47.0000,2
186,Yinghao Zhang,Maryland (Smith),0.071099,0.012701,0.129496,0.3333,54.0000,1
187,David A. Goldberg,Georgia Tech (Scheller),0.069938,0.021170,0.118705,0.5000,49.5000,1
187,Linwei Xin,UIUC (Gies),0.069938,0.021170,0.118705,0.5000,49.5000,1
189,Philipp Afèche,Toronto (Rotman),0.069338,0.021170,0.117506,0.5000,49.0000,1
190,Soroush Saghafian,Harvard,0.069178,0.066894,0.071463,1.4000,29.8000,3
191,Daria Dzyabura,NYU (Stern),0.068739,0.021170,0.116307,0.5000,48.5000,1
192,Leon Yang Chu,USC (Marshall),0.067977,0.029639,0.106315,0.6667,44.3333,2
193,Fei Gao,Wharton (UPenn),0.067539,0.021170,0.113909,0.5000,47.5000,1
194,Ali Jadbabaie,MIT,0.066614,0.038103,0.095124,0.8333,39.6667,2
194,Amir Ajorlou,MIT,0.066614,0.038103,0.095124,0.8333,39.6667,2
196,Kevin Shang,Duke (Fuqua),0.066096,0.056733,0.075460,1.2000,31.4667,4
197,Zeyu Zheng,UC Berkeley (Haas),0.065959,0.107537,0.024381,2.2000,10.1667,6
198,George Loewenstein,Carnegie Mellon (Tepper),0.065253,0.046572,0.083933,1.0000,35.0000,3
199,Huanan Zhang,Penn State (Smeal),0.064942,0.021170,0.108713,0.5000,45.3333,2
200,Michael R. Wagner,UW (Foster),0.064215,0.038103,0.090328,0.8333,37.6667,2
201,George P. Ball,Indiana (Kelley),0.063760,0.025402,0.102118,0.5833,42.5833,2
202,Pornpawee Bumpensanti,Georgia Tech (Scheller),0.063343,0.021170,0.105516,0.5000,44.0000,1
203,Nick Arnosti,Columbia,0.062854,0.046572,0.079137,1.0000,33.0000,2
204,Diwas S. KC,Emory (Goizueta),0.062761,0.025402,0.100120,0.5833,41.7500,2
204,Francesca Gino,Harvard,0.062761,0.025402,0.100120,0.5833,41.7500,2
206,Yaroslav Rosokha,Purdue (Daniels),0.062617,0.038103,0.087130,0.8333,36.3333,2
207,Guihua Wang,UT Dallas,0.062528,0.063505,0.061551,1.3333,25.6667,2
208,Morris A. Cohen,Wharton (UPenn),0.061982,0.029639,0.094324,0.6667,39.3333,2
208,Ruihao Zhu,Indiana (Kelley),0.061982,0.029639,0.094324,0.6667,39.3333,2
210,Susan Feng Lu,Purdue (Daniels),0.061729,0.063505,0.059952,1.3333,25.0000,3
211,Diwas Singh KC,Emory (Goizueta),0.061655,0.046572,0.076739,1.0000,32.0000,1
212,Peng Sun,Duke (Fuqua),0.060694,0.055041,0.066347,1.1667,27.6667,3
213,Serhan Ziya,UNC (Kenan-Flagler),0.060456,0.046572,0.074341,1.0000,31.0000,3
214,David Hofmann,UNC (Kenan-Flagler),0.059690,0.008469,0.110911,0.2500,46.2500,1
214,Hengchen Dai,WashU (Olin),0.059690,0.008469,0.110911,0.2500,46.2500,1
216,Ximin (Natalie) Huang,Minnesota (Carlson),0.059108,0.012701,0.105516,0.3333,44.0000,1
217,Ozge Sahin,Johns Hopkins (Carey),0.058784,0.029639,0.087930,0.6667,36.6667,2
218,Andrew E. Frazelle,UT Dallas,0.058709,0.012701,0.104716,0.3333,43.6667,1
219,Varun Gupta,Chicago (Booth),0.058458,0.046572,0.070344,1.0000,29.3333,3
220,Vahideh Manshadi,Yale,0.057708,0.080443,0.034972,1.6667,14.5833,5
221,Maria R. Ibanez,Northwestern (Kellogg),0.057348,0.021170,0.093525,0.5000,39.0000,1
221,Michael W. Toffel,Harvard,0.057348,0.021170,0.093525,0.5000,39.0000,1
223,Hau Lee,Stanford,0.057297,0.055041,0.059552,1.1667,24.8333,3
224,Xin Chen,UIUC (Gies),0.057265,0.025402,0.089129,0.5833,37.1667,2
225,Joseph Milner,Toronto (Rotman),0.057110,0.012701,0.101519,0.3333,42.3333,1
226,Stefanus Jasin,Michigan (Ross),0.056766,0.025402,0.088129,0.5833,36.7500,2
227,Christopher J. Chen,Indiana (Kelley),0.055987,0.029639,0.082334,0.6667,34.3333,2
228,Daniel Granot,UBC (Sauder),0.055955,0.022862,0.089049,0.5333,37.1333,2
228,Frieda Granot,UBC (Sauder),0.055955,0.022862,0.089049,0.5333,37.1333,2
230,Anindya Ghose,NYU (Stern),0.055911,0.012701,0.099121,0.3333,41.3333,1
230,Rachna Shah,Minnesota (Carlson),0.055911,0.012701,0.099121,0.3333,41.3333,1
230,Yuqian Xu,UIUC (Gies),0.055911,0.012701,0.099121,0.3333,41.3333,1
233,Itai Gurvich,Cornell,0.055822,0.038103,0.073541,0.8333,30.6667,2
234,Maria R. Ibanez,Harvard,0.055793,0.008469,0.103118,0.2500,43.0000,1
234,Robert S. Huckman,Harvard,0.055793,0.008469,0.103118,0.2500,43.0000,1
236,Velibor V. Mišić,UCLA (Anderson),0.055660,0.046572,0.064748,1.0000,27.0000,2
237,Mohsen Bayati,Stanford,0.055343,0.042340,0.068345,0.9167,28.5000,3
238,Bradley Sturt,UIUC (Gies),0.055334,0.063505,0.047162,1.3333,19.6667,2
239,Tian Heong Chan,Emory (Goizueta),0.055187,0.029639,0.080735,0.6667,33.6667,2
240,Saša Pekeč,Duke (Fuqua),0.055178,0.050804,0.059552,1.0833,24.8333,3
241,Yixin (Iris) Wang,UIUC (Gies),0.054952,0.035563,0.074341,0.7833,31.0000,3
242,Pengyi Shi,Purdue (Daniels),0.054836,0.022862,0.086811,0.5333,36.2000,2
243,Necati Tereyağoğlu,Georgia Tech (Scheller),0.054788,0.029639,0.079936,0.6667,33.3333,2
244,Li Chen,Cornell,0.054499,0.055041,0.053957,1.1667,22.5000,3
245,Vineet Goyal,Columbia,0.053711,0.023289,0.084133,0.5417,35.0833,3
246,Sezer Ülkü,UW (Foster),0.053589,0.029639,0.077538,0.6667,32.3333,2
247,Shouqiang Wang,UT Dallas,0.053518,0.059273,0.047762,1.2500,19.9167,4
248,Samantha M. Keppler,Michigan (Ross),0.053335,0.063505,0.043165,1.3333,18.0000,2
249,Subodha Kumar,Wharton (UPenn),0.052924,0.038103,0.067746,0.8333,28.2500,3
250,Ali Kakhbod,MIT,0.052713,0.012701,0.092726,0.3333,38.6667,1
251,James E. Smith,Dartmouth (Tuck),0.052551,0.021170,0.083933,0.5000,35.0000,1
252,Wenchang Zhang,Indiana (Kelley),0.052445,0.042340,0.062550,0.9167,26.0833,3
253,Hyun-Soo Ahn,Michigan (Ross),0.052389,0.029639,0.075140,0.6667,31.3333,2
254,Barış Ata,Chicago (Booth),0.051825,0.038103,0.065547,0.8333,27.3333,2
255,Asa B. Palley,Indiana (Kelley),0.051681,0.050804,0.052558,1.0833,21.9167,3
256,Itai Gurvich,Northwestern (Kellogg),0.051264,0.046572,0.055955,1.0000,23.3333,3
257,Marta Serra-Garcia,UC San Diego (Rady),0.050864,0.046572,0.055156,1.0000,23.0000,2
258,Abhishek Roy,Wharton (UPenn),0.050771,0.025402,0.076139,0.5833,31.7500,2
259,Jose A. Guajardo,UC Berkeley (Haas),0.050715,0.012701,0.088729,0.3333,37.0000,1
260,Itai Ashlagi,MIT,0.050153,0.021170,0.079137,0.5000,33.0000,1
260,James R. Luedtke,Wisconsin-Madison,0.050153,0.021170,0.079137,0.5000,33.0000,1
260,Merve Bodur,Toronto (Rotman),0.050153,0.021170,0.079137,0.5000,33.0000,1
260,Peng Shi,MIT,0.050153,0.021170,0.079137,0.5000,33.0000,1
264,Ravi Anupindi,Michigan (Ross),0.049871,0.025402,0.074341,0.5833,31.0000,2
265,Juan Pablo Vielma,MIT,0.049665,0.046572,0.052758,1.0000,22.0000,1
266,Gonzalo Romero,Toronto (Rotman),0.049592,0.029639,0.069544,0.6667,29.0000,2
267,Ali Makhdoumi,Duke (Fuqua),0.049547,0.042340,0.056755,0.9167,23.6667,3
268,Somya Singhvi,MIT,0.049516,0.012701,0.086331,0.3333,36.0000,1
269,Ali K. Parlaktürk,UNC (Kenan-Flagler),0.048954,0.021170,0.076739,0.5000,32.0000,1
269,Andrew A. Li,MIT,0.048954,0.021170,0.076739,0.5000,32.0000,1
269,Mustafa O. Kabul,UNC (Kenan-Flagler),0.048954,0.021170,0.076739,0.5000,32.0000,1
272,Shi Chen,UW (Foster),0.048828,0.038103,0.059552,0.8333,24.8333,2
273,Christopher Thomas Ryan,UBC (Sauder),0.048821,0.059273,0.038369,1.2500,16.0000,4
274,Silvia Saccardo,Carnegie Mellon (Tepper),0.048728,0.038103,0.059353,0.8333,24.7500,3
275,Özlem Ergun,Northeastern,0.048655,0.021170,0.076139,0.5000,31.7500,2
276,Ali Fattahi,Johns Hopkins (Carey),0.048615,0.080443,0.016787,1.6667,7.0000,3
277,Cong Shi,Penn State (Smeal),0.048317,0.012701,0.083933,0.3333,35.0000,1
278,P. B. (Seethu) Seetharaman,WashU (Olin),0.047629,0.038103,0.057154,0.8333,23.8333,2
279,Andre A. Cire,Toronto (Rotman),0.047267,0.046572,0.047962,1.0000,20.0000,2
280,Henry Lam,Columbia,0.047096,0.076206,0.017986,1.5833,7.5000,3
281,Jinglong Zhao,Boston U (Questrom),0.046505,0.055041,0.037970,1.1667,15.8333,3
282,David Rosenthal,Columbia,0.046501,0.008469,0.084532,0.2500,35.2500,1
282,Margaret E. Kruk,Harvard,0.046501,0.008469,0.084532,0.2500,35.2500,1
282,Nan Liu,Columbia,0.046501,0.008469,0.084532,0.2500,35.2500,1
285,Vish Krishnan,UC San Diego (Rady),0.046474,0.025402,0.067546,0.5833,28.1667,2
286,J. G. Dai,Cornell,0.046370,0.005929,0.086811,0.2000,36.2000,1
287,Jay Sethuraman,Columbia,0.045895,0.048264,0.043525,1.0333,18.1500,4
288,Negin Golrezaei,MIT,0.045826,0.073666,0.017986,1.5333,7.5000,4
289,Sridhar Tayur,Carnegie Mellon (Tepper),0.045475,0.025402,0.065547,0.5833,27.3333,2
290,Miguel A. Lejeune,UW (Foster),0.044869,0.046572,0.043165,1.0000,18.0000,2
291,Tallys Yunes,Florida (Warrington),0.044758,0.021170,0.068345,0.5000,28.5000,1
292,Ganesh Janakiraman,UT Dallas,0.044742,0.063505,0.025979,1.3333,10.8333,5
293,Derya Demirtas,Toronto (Rotman),0.044720,0.012701,0.076739,0.3333,32.0000,1
293,Roy H. Kwon,Toronto (Rotman),0.044720,0.012701,0.076739,0.3333,32.0000,1
