paper_key,year,title,journal,status,published_or_forthcoming,doi,authors,author_affiliations_at_publication,school_credit_map,keep_om,exclude_reason,citation_count,citation_source,citation_url,citation_last_checked_date,google_scholar_citations,google_scholar_url,citations_last_checked_date,notes,ms_department,discipline_bucket,dept_confidence,dept_signals,abstract_excerpt,business_school_affiliation
doi:10.1287/opre.2022.2388,2024,The Power of Adaptivity for Stochastic Submodular Cover,Operations Research,,published,10.1287/opre.2022.2388,Rohan Ghuge; Anupam Gupta; Viswanath Nagarajan,"[{""author"": ""Rohan Ghuge"", ""affiliations"": [""Department of Industrial and Operations Engineering, University of Michigan, Ann Arbor, Michigan 48109;""]}, {""author"": ""Anupam Gupta"", ""affiliations"": [""Department of Computer Science, Carnegie Mellon University, Pittsburgh, Pennsylvania 15213""]}, {""author"": ""Viswanath Nagarajan"", ""affiliations"": [""Department of Industrial and Operations Engineering, University of Michigan, Ann Arbor, Michigan 48109;""]}]",,1,,,,,,,,,source=crossref,Optimization/Stochastic Models,OM_OR,0.92,kw=or_math | auto_broad_or,"Adaptivity in Stochastic Submodular Cover Solutions to stochastic optimization problems are typically sequential decision processes that make decisions one by one, waiting for (and using) the feedback from each decision. Whereas such “adaptive” solutions achieve the best objective, they can be very time-consuming because of the need to wait for feedback after each decision. A natural question is are there solutions that only adapt (i.e., wait for feedback) a few times whereas still being competitive with the fully adaptive optimal solution? In “The Power of Adaptivity for Stochastic Submodular Cover,” Ghuge, Gupta, and Nagarajan resolve this question in the context of stochastic submodular c",no
doi:10.1287/opre.2023.0363,2024,To Interfere or Not To Interfere: Information Revelation and Price-Setting Incentives in a Multiagent Learning Environment,Operations Research,,published,10.1287/opre.2023.0363,John R. Birge; Hongfan (Kevin) Chen; N. Bora Keskin; Amy Ward,"[{""author"": ""John R. Birge"", ""affiliations"": [""Booth School of Business, University of Chicago, Chicago, Illinois 60637;""]}, {""author"": ""Hongfan (Kevin) Chen"", ""affiliations"": [""CUHK Business School, Chinese University of Hong Kong, Hong Kong;""]}, {""author"": ""N. Bora Keskin"", ""affiliations"": [""Fuqua School of Business, Duke University, Durham, North Carolina 27708""]}, {""author"": ""Amy Ward"", ""affiliations"": [""Booth School of Business, University of Chicago, Chicago, Illinois 60637;""]}]",,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_default_or,"Demand uncertainty and seller competition are substantial challenges for online platforms. In “To Interfere or Not To Interfere: Information Revelation and Price-Setting Incentives in a Multiagent Learning Environment,” Birge, Chen, Keskin, and Ward analyze whether and how an online platform should offer demand information or price incentives to the sellers participating on the platform. The authors show that, when facing uncertain demand, the platform could be better off by doing nothing—that is, not providing any information or incentives to the sellers. They also develop a strategic reveal-and-incentivize policy for the platform to choose when to start sharing information and offering rew",yes
doi:10.1287/opre.2021.0310,2024,Treatment Planning for Victims with Heterogeneous Time Sensitivities in Mass Casualty Incidents,Operations Research,,published,10.1287/opre.2021.0310,Yunting Shi; Nan Liu; Guohua Wan,"[{""author"": ""Yunting Shi"", ""affiliations"": [""Antai College of Economics and Management, Shanghai Jiao Tong University, Shanghai 200030, China;""]}, {""author"": ""Nan Liu"", ""affiliations"": [""Carroll School of Management, Boston College, Chestnut Hill, Massachusetts 02467""]}, {""author"": ""Guohua Wan"", ""affiliations"": [""Antai College of Economics and Management, Shanghai Jiao Tong University, Shanghai 200030, China;""]}]",,1,,,,,,,,,source=crossref,Healthcare Operations,OM_OR,0.90,kw=healthcare | auto_broad_or,"Treatment Planning for Mass Casualty Incidents The existing emergency response guidelines emphasize prioritizing the treatment of victims with initially critical health conditions, but tend to overlook the potential deterioration of less critical victims. Such deterioration can result in prolonged treatment times and irreversible health damages. In “Treatment Planning of Victims with Heterogeneous Time Sensitivities in Mass Casualty Incidents,” Shi, Liu, and Wan draw insights from a unique data set containing timestamps of surgeries conducted in a field hospital established in response to a large-scale earthquake. They develop scheduling models to enhance treatment planning for mass casualty",yes
doi:10.1287/opre.2022.2398,2024,Two-Stage Stochastic Matching and Pricing with Applications to Ride Hailing,Operations Research,,published,10.1287/opre.2022.2398,Yiding Feng; Rad Niazadeh; Amin Saberi,"[{""author"": ""Yiding Feng"", ""affiliations"": [""Microsoft Research New England, Cambridge, Massachusetts 02142;""]}, {""author"": ""Rad Niazadeh"", ""affiliations"": [""University of Chicago Booth School of Business, Chicago, Illinois 60637;""]}, {""author"": ""Amin Saberi"", ""affiliations"": [""Management Science and Engineering, Stanford University, Stanford, California 94305""]}]",,1,,,,,,,,,source=crossref,Optimization/Stochastic Models,OM_OR,0.92,kw=or_math | auto_broad_or,"Two-Stage Matching and Pricing in Ride-Hailing Platforms Matching and pricing are two critical levers in two-sided marketplaces to connect demand and supply. The platform can produce more efficient matching and pricing decisions by batching the demand requests. We initiate the study of the two-stage stochastic matching problem with or without pricing to enable the platform to make improved decisions in a batch with an eye toward the imminent future demand requests. This problem is motivated in part by applications in online marketplaces, such as ride-hailing platforms. We design online competitive algorithms for vertex-weighted (or unweighted) two-stage stochastic matching for maximizing sup",yes
doi:10.1287/opre.2022.0273,2024,UCB-Type Learning Algorithms with Kaplan–Meier Estimator for Lost-Sales Inventory Models with Lead Times,Operations Research,,published,10.1287/opre.2022.0273,Chengyi Lyu; Huanan Zhang; Linwei Xin,"[{""author"": ""Chengyi Lyu"", ""affiliations"": [""Leeds School of Business, University of Colorado Boulder, Boulder, Colorado 80309;""]}, {""author"": ""Huanan Zhang"", ""affiliations"": [""Leeds School of Business, University of Colorado Boulder, Boulder, Colorado 80309;""]}, {""author"": ""Linwei Xin"", ""affiliations"": [""Booth School of Business, University of Chicago, Chicago, Illinois 60637""]}]",,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_broad_or,"Efficient Learning Algorithms for the Best Capped Base-Stock Policy in Lost Sales Inventory Systems Periodic review, lost sales inventory systems with lead times are notoriously challenging to optimize. Recently, the capped base-stock policy, which places orders to bring the inventory position up to the order-up-to level subject to the order cap, has demonstrated exceptional performance. In the paper “UCB-Type Learning Algorithms with Kaplan–Meier Estimator for Lost Sales Inventory Models with Lead Times,” Lyu, Zhang, and Xin propose an upper confidence bound–type learning framework. This framework, which incorporates simulations with the Kaplan–Meier estimator, works with censored demand ob",yes
doi:10.1287/opre.2023.2436,2024,Uncertainty Quantification and Exploration for Reinforcement Learning,Operations Research,,published,10.1287/opre.2023.2436,Yi Zhu; Jing Dong; Henry Lam,"[{""author"": ""Yi Zhu"", ""affiliations"": [""Department of Industrial Engineering and Management Sciences, Northwestern University, Evanston, Illinois 60208;""]}, {""author"": ""Jing Dong"", ""affiliations"": [""Division, Risk and Operations Division, Columbia Business School, New York, New York 10027;""]}, {""author"": ""Henry Lam"", ""affiliations"": [""Department of Industrial Engineering and Operations Research, Columbia University, New York, New York 10027""]}]",,1,,,,,,,,,source=crossref,Optimization/Stochastic Models,OM_OR,0.92,kw=or_math | auto_broad_or,"Quantify the uncertainty to decide and explore better In statistical inference, large-sample behavior and confidence interval construction are fundamental in assessing the error and reliability of estimated quantities with respect to the data noises. In the paper “Uncertainty Quantification and Exploration for Reinforcement Learning”, Dong, Lam, and Zhu study the large sample behavior in the classic setting of reinforcement learning. They derive appropriate large-sample asymptotic distributions for the state-action value function (Q-value) and optimal value function estimations when data are collected from the underlying Markov chain. This allows one to evaluate the assertiveness of performa",yes
doi:10.1287/opre.2022.2422,2024,Unified Moment-Based Modeling of Integrated Stochastic Processes,Operations Research,,published,10.1287/opre.2022.2422,Ioannis Kyriakou; Riccardo Brignone; Gianluca Fusai,"[{""author"": ""Ioannis Kyriakou"", ""affiliations"": [""Faculty of Actuarial Science & Insurance, Bayes Business School (formerly Cass), City, University of London, London EC1Y 8TZ, United Kingdom;""]}, {""author"": ""Riccardo Brignone"", ""affiliations"": [""Department of Quantitative Finance, Faculty of Economics and Behavioural Science, University of Freiburg, 79098 Freiburg im Breisgau, Germany;""]}, {""author"": ""Gianluca Fusai"", ""affiliations"": [""Dipartimento di Studi per l\u2019Economia e l\u2019Impresa, Universit\u00e0 del Piemonte Orientale, 28100 Novara, Italy;"", ""Faculty of Finance, Bayes Business School (formerly Cass), City, University of London, London EC1Y 8TZ, United Kingdom""]}]",,1,,,,,,,,,source=crossref,Optimization/Stochastic Models,OM_OR,0.92,kw=or_math | auto_broad_or,"Dial M for Simulation For years, systems of stochastic differential equations (SDEs) were simulated by discretization, inevitably introducing a bias, which can be difficult to quantify accurately. To circumvent this, some attempts have been made to simulate exactly various models from the SDE solution. These approaches prove capable of producing accurate results. A serious drawback of such an approach, nevertheless, is the implicit need to use extensive numerical methods, which make the entire simulation computationally heavy and quite impracticable. In the paper “Unified moment-based modeling of integrated stochastic processes,” Kyriakou, Brignone, and Fusai present a methodological framewo",yes
doi:10.1287/opre.2023.2464,2024,Utility Preference Robust Optimization with Moment-Type Information Structure,Operations Research,,published,10.1287/opre.2023.2464,Shaoyan Guo; Huifu Xu; Sainan Zhang,"[{""author"": ""Shaoyan Guo"", ""affiliations"": [""School of Mathematical Sciences, Dalian University of Technology, Dalian, China 116024;""]}, {""author"": ""Huifu Xu"", ""affiliations"": [""Department of Systems Engineering and Engineering Management, The Chinese University of Hong Kong, Hong Kong""]}, {""author"": ""Sainan Zhang"", ""affiliations"": [""Department of Systems Engineering and Engineering Management, The Chinese University of Hong Kong, Hong Kong""]}]",,1,,,,,,,,,source=crossref,Optimization/Stochastic Models,OM_OR,0.92,kw=or_math | auto_broad_or,"Utility Preference Robust Optimization with Moment-Type Information Structure In some decision-making problems, information on the true utility function of the decision maker may be incomplete, which may bring potential modeling risk. In “Utility Preference Robust Optimization with Moment-Type Information Structure,” Guo, Xu, and Zhang propose a maximin utility preference robust optimization model where information about the DM’s preference is constructed by moment-type conditions. The authors propose a piecewise linear approximation approach to tackle the maximin problem, reformulate the approximate problem as a single mixed integer linear program, and derive error bounds for the approximat",no
doi:10.1287/opre.2022.2383,2024,Wasserstein Distributionally Robust Optimization and Variation Regularization,Operations Research,,published,10.1287/opre.2022.2383,Rui Gao; Xi Chen; Anton J. Kleywegt,"[{""author"": ""Rui Gao"", ""affiliations"": [""Department of Information, Risk and Operations Management, University of Texas at Austin, Austin, Texas 78712;""]}, {""author"": ""Xi Chen"", ""affiliations"": [""Stern School of Business, New York University, New York, New York 10012;""]}, {""author"": ""Anton J. Kleywegt"", ""affiliations"": [""H. Milton Stewart School of Industrial and Systems Engineering, Georgia Institute of Technology, Atlanta, Georgia 30332""]}]",,1,,,,,,,,,source=crossref,Optimization/Stochastic Models,OM_OR,0.92,kw=or_math | auto_broad_or,This paper builds a bridge between two area in optimization and machine learning by establishing a general connection between Wasserstein distributional robustness and variation regularization. It helps to demystify the empirical success of Wasserstein distributionally robust optimization and devise new regularization schemes for machine learning.,yes
doi:10.1287/opre.2025.ack.v73.n3,2025,2024 <i>Operations Research</i> Reviewer Meritorious Service Awards,Operations Research,,published,10.1287/opre.2025.ack.v73.n3,,[],,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_broad_or,"Reviewers are an integral part of the journal. Without their efforts, the journal could not operate. The journal recognizes a select number of reviewers that have gone above and beyond normal expectations with “Distinguished Service” and “Meritorious Service” awards. On behalf of OPRE, editor-in-chief Amy Ward expresses her deepest gratitude to all those who served as reviewers for the journal in 2024. The process for determining these awards in a given year is as follows: The list of names of reviewers for the journal over the past year, along with the number of papers each individual reviewed, is circulated to the area editors (with all sensitive information removed). The area editors, in ",no
doi:10.1287/opre.2021.0597,2025,A Doubly Stochastic Simulator with Applications in Arrivals Modeling and Simulation,Operations Research,,published,10.1287/opre.2021.0597,Yufeng Zheng; Zeyu Zheng; Tingyu Zhu,"[{""author"": ""Yufeng Zheng"", ""affiliations"": [""Rotman School of Management, University of Toronto, Toronto, Ontario M5S 3E6, Canada""]}, {""author"": ""Zeyu Zheng"", ""affiliations"": [""Department of Industrial Engineering and Operations Research, University of California Berkeley, Berkeley, California 94720""]}, {""author"": ""Tingyu Zhu"", ""affiliations"": [""Department of Industrial Engineering and Operations Research, University of California Berkeley, Berkeley, California 94720""]}]",,1,,,,,,,,,source=crossref,Optimization/Stochastic Models,OM_OR,0.92,kw=or_math | auto_broad_or,"For several areas in the domain of operations research and management science, such as service, logistics and supply chain, and financial systems, the randomness of arrivals is one primary source of uncertainty. Appropriately modeling, statistically characterizing, and efficiently simulating the arrival processes are critical for policy and performance evaluation in the related systems. Classic Monte Carlo simulators have advantages in capturing the interpretable “physics” of a stochastic object, whereas neural network–based simulators have advantages in capturing less-interpretable complicated dependence within a high-dimensional distribution. In “A Doubly Stochastic Simulator with Applicat",yes
doi:10.1287/opre.2023.0147,2025,A Hierarchical Approach to Robust Stability of Multiclass Queueing Networks,Operations Research,,published,10.1287/opre.2023.0147,Feiyang Zhao; Itai Gurvich; John J. Hasenbein,"[{""author"": ""Feiyang Zhao"", ""affiliations"": [""Department of Mechanical Engineering, University of Texas at Austin, Austin, Texas 78712""]}, {""author"": ""Itai Gurvich"", ""affiliations"": [""Kellogg School of Management, Northwestern University, Evanston, Illinois 60208""]}, {""author"": ""John J. Hasenbein"", ""affiliations"": [""Department of Mechanical Engineering, University of Texas at Austin, Austin, Texas 78712""]}]",,1,,,,,,,,,source=crossref,Optimization/Stochastic Models,OM_OR,0.92,kw=or_math | auto_broad_or,"Robust Stability in Multiclass Queueing Networks: A New Approach In “A Hierarchical Approach to Robust Stability of Multiclass Queueing Networks,” F. Zhao, I. Gurvich, and J. Hasenbein introduce a framework to identify sufficient conditions under which a network’s stability is robust to the distributed choices of resources about their (local) prioritization of jobs. The framework produces sufficient conditions for such stability by relating it to robust optimization problems where the collection of priority policies plays the role of the uncertainty set. Interestingly, within the studied family of policies, robust stability for any policy is inherited from the stability of the special “corne",yes
doi:10.1287/opre.2024.1137,2025,A Low-Rank Augmented Lagrangian Method for Doubly Nonnegative Relaxations of Mixed-Binary Quadratic Programs,Operations Research,,forthcoming,10.1287/opre.2024.1137,Di Hou; Tianyun Tang; Kim-Chuan Toh,"[{""author"": ""Di Hou"", ""affiliations"": [""Department of Mathematics, National University of Singapore, Singapore 119076""]}, {""author"": ""Tianyun Tang"", ""affiliations"": [""Institute of Operations Research and Analytics, National University of Singapore, Singapore 119076""]}, {""author"": ""Kim-Chuan Toh"", ""affiliations"": [""Department of Mathematics, National University of Singapore, Singapore 119076; and Institute of Operations Research and Analytics, National University of Singapore, Singapore 119076""]}]",,1,,,,,,,,,source=crossref,Optimization/Stochastic Models,OM_OR,0.92,kw=or_math | auto_broad_or,"Low-Rank Approaches to Large-Scale DNN Optimization Doubly nonnegative (DNN) relaxations are a powerful tool for approximating large-scale mixed-binary quadratic programs, but their size—often involving millions of constraints—makes them difficult to solve. We propose RiNNAL, a Riemannian augmented Lagrangian method that exploits the low-rank structure often present in optimal solutions. By applying a low-rank decomposition, RiNNAL reformulates most quadratic constraints into simpler affine ones, reducing problem complexity and mitigating issues caused by violations of Slater’s condition. A key innovation is showing that the required metric projection onto a certain algebraic variety, althou",no
doi:10.1287/opre.2021.0483,2025,A Primal-Dual Approach Toward Resource-Constrained Revenue Management with Demand Learning and Large Action Space,Operations Research,,forthcoming,10.1287/opre.2021.0483,Sentao Miao; Yining Wang; Jiawei Zhang,"[{""author"": ""Sentao Miao"", ""affiliations"": [""Leeds School of Business, University of Colorado Boulder, Boulder, Colorado 80309""]}, {""author"": ""Yining Wang"", ""affiliations"": [""Naveen Jindal School of Management, University of Texas at Dallas, Richardson, Texas 75080""]}, {""author"": ""Jiawei Zhang"", ""affiliations"": [""Leonard N. Stern School of Business, New York University, New York, New York 10011""]}]",,1,,,,,,,,,source=crossref,Optimization/Stochastic Models,OM_OR,0.92,kw=or_math | auto_broad_or,"New Algorithms Advance Revenue Management with Demand Learning A new study by Sentao Miao (University of Colorado Boulder), Yining Wang (University of Texas at Dallas), and Jiawei Zhang (New York University) introduces efficient algorithms for revenue management when firms face limited resources and uncertain demand. Revenue management, used in industries such as airlines, hotels, and retail, requires dynamic decisions on pricing and product assortments, whereas resources such as seats or inventory cannot be replenished. Traditional approaches often struggle with complexity or weak theoretical guarantees. The authors propose a primal-dual learning framework that combines optimization with ma",yes
doi:10.1287/opre.2022.0150,2025,A Reciprocity Between Tree Ensemble Optimization and Multilinear Optimization,Operations Research,,published,10.1287/opre.2022.0150,Jongeun Kim; Jean-Philippe P. Richard; Mohit Tawarmalani,"[{""author"": ""Jongeun Kim"", ""affiliations"": [""Department of Industrial and Systems Engineering, University of Minnesota-Twin Cities, Minneapolis, Minnesota 55455""]}, {""author"": ""Jean-Philippe P. Richard"", ""affiliations"": [""Department of Industrial and Systems Engineering, University of Minnesota-Twin Cities, Minneapolis, Minnesota 55455""]}, {""author"": ""Mohit Tawarmalani"", ""affiliations"": [""Mitchell E. Daniels, Jr. School of Business, Purdue University, West Lafayette, Indiana 47907""]}]",,1,,,,,,,,,source=crossref,Optimization/Stochastic Models,OM_OR,0.92,kw=or_math | auto_broad_or,"Capitalizing on the relationships between tree ensembles and multilinear functions Tree ensembles are machine learning models used for regression and classification that combine the predictions of multiple trees. When such trained models are embedded into optimization models in the form of constraints or objectives, a key question is that of deriving best integer programming formulations for them. In “A Reciprocity Between Tree Ensemble Optimization and Multilinear Optimization,” J. Kim, J.-P. Richard, and M. Tawarmalani establish a polynomial-size reduction between the optimization of functions expressed as tree ensembles and the optimization of multilinear functions over a Cartesian produc",yes
doi:10.1287/opre.2020.0217,2025,A Robust Optimization Approach to Network Control Using Local Information Exchange,Operations Research,,published,10.1287/opre.2020.0217,Georgios Darivianakis; Angelos Georghiou; Soroosh Shafiee; John Lygeros,"[{""author"": ""Georgios Darivianakis"", ""affiliations"": [""Alpiq AG, 4601 Olten, Switzerland""]}, {""author"": ""Angelos Georghiou"", ""affiliations"": [""Department of Business and Public Administration, University of Cyprus, Nicosia 1678, Cyprus""]}, {""author"": ""Soroosh Shafiee"", ""affiliations"": [""Operations Research and Information Engineering, Cornell University, Ithaca, New York 14853""]}, {""author"": ""John Lygeros"", ""affiliations"": [""Automatic Control Laboratory, ETH Zurich, 8092 Zurich, Switzerland""]}]",,1,,,,,,,,,source=crossref,Optimization/Stochastic Models,OM_OR,0.92,kw=or_math | auto_broad_or,"Managing networks often involves extensive communication between all parts of the system, which can be inefficient and raise privacy concerns. This paper explores an alternative approach where each part of the system only communicates with its closest neighbors. By simplifying the communication structure, the system can operate with less computational effort while maintaining privacy. Applied to areas like energy management and supply chains, this method has the potential to provide similar outcomes to traditional models but with fewer communication requirements. The results suggest that this approach could offer a more efficient and privacy-conscious way to manage networks.",no
doi:10.1287/opre.2023.0135,2025,A Short and General Duality Proof for Wasserstein Distributionally Robust Optimization,Operations Research,,published,10.1287/opre.2023.0135,Luhao Zhang; Jincheng Yang; Rui Gao,"[{""author"": ""Luhao Zhang"", ""affiliations"": [""Department of Applied Mathematics and Statistics, Johns Hopkins University, Baltimore, Maryland 21218;""]}, {""author"": ""Jincheng Yang"", ""affiliations"": [""Department of Mathematics, University of Chicago, Chicago, Illinois 60637;""]}, {""author"": ""Rui Gao"", ""affiliations"": [""Department of Information, Risk and Operations Management, The University of Texas at Austin, Austin, Texas 78712""]}]",,1,,,,,,,,,source=crossref,Optimization/Stochastic Models,OM_OR,0.92,kw=or_math | auto_broad_or,"Wasserstein distributionally robust optimization has emerged as a recent topic with broader applications in operations research and machine learning. Various proofs have been presented in the literature, each differing in assumptions and levels of generality. In “A Short and General Duality Proof for Wasserstein Distributionally Robust Optimization,” Zhang, Yang, and Gao present a novel elementary proof that not only shortens existing frameworks but also offers surprising generalizations. Leveraging classical Legendre—Fenchel duality, they demonstrate that strong duality is contingent on a certain interchangeability principle. Moreover, they extend this duality result to encompass risk-avers",no
doi:10.1287/opre.2020.0458,2025,A Simultaneous Column-and-Row Generation Solution Method for Liner Shipping Network Design,Operations Research,,published,10.1287/opre.2020.0458,Jun Xia; Zhou Xu; Roberto Baldacci,"[{""author"": ""Jun Xia"", ""affiliations"": [""Sino-US Global Logistics Institute, Antai College of Economics and Management, Shanghai Jiao Tong University, Shanghai 200030, China""]}, {""author"": ""Zhou Xu"", ""affiliations"": [""Department of Logistics and Maritime Studies, Faculty of Business, The Hong Kong Polytechnic University, Hong Kong, China""]}, {""author"": ""Roberto Baldacci"", ""affiliations"": [""College of Science and Engineering, Hamad Bin Khalifa University, Qatar Foundation, Doha, Qatar""]}]",,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_broad_or,"Optimizing Liner Shipping Network Design via Simultaneous Column- and Row-Generation In “A Simultaneous Column- and Row-Generation Solution Method for Liner Shipping Network Design,” Xia, Xu, and Baldacci tackle a challenging liner shipping network design problem, which involves complex rotation structures and interdependent decisions on rotation design, fleet deployment, and cargo routing. The authors propose a new exact solution method based on a simultaneous column- and row-generation framework with novel acceleration techniques, named the LP-based approach and postpricing phase. These techniques leverage dual information to avoid generating unnecessary columns, speeding up the convergenc",yes
doi:10.1287/opre.2024.0766,2025,A Stability Principle for Learning Under Nonstationarity,Operations Research,,published,10.1287/opre.2024.0766,Chengpiao Huang; Kaizheng Wang,"[{""author"": ""Chengpiao Huang"", ""affiliations"": [""Department of Industrial Engineering and Operations Research, Columbia University, New York, New York 10027""]}, {""author"": ""Kaizheng Wang"", ""affiliations"": [""Department of Industrial Engineering and Operations Research, Columbia University, New York, New York 10027; and Data Science Institute, Columbia University, New York, New York 10027""]}]",,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_default_or,"Adapting to a Changing Environment with Steady Decisions Most real-world decision making unfolds in changing environments. When yesterday’s data may no longer depict today, how much past data should guide future decision making? Use too little and you chase noise; use too much and you overlook new trends. In “A Stability Principle for Learning under Nonstationarity,” Huang and Wang propose a simple stability principle: keep adding past data until the bias it incurs exceeds the natural statistical noise. Their theory shows that the proposed approach can optimally adapt to unforeseeable changes in the environment for a broad spectrum of statistical learning and decision-making problems. At its",no
doi:10.1287/opre.2023.0250,2025,A Stationary Mean-Field Equilibrium Model of Irreversible Investment in a Two-Regime Economy,Operations Research,,published,10.1287/opre.2023.0250,René Aïd; Matteo Basei; Giorgio Ferrari,"[{""author"": ""Ren\u00e9 A\u00efd"", ""affiliations"": [""University Paris Dauphine, PSL Research University, 75016 Paris, France""]}, {""author"": ""Matteo Basei"", ""affiliations"": [""EDF Lab Paris-Saclay, 91120 Palaiseau, France; and Finance for Energy Markets Research Centre, 75016 Paris, France""]}, {""author"": ""Giorgio Ferrari"", ""affiliations"": [""Center for Mathematical Economics, Bielefeld University, Bielefeld 33615, Germany""]}]",,1,,,,,,,,,source=crossref,Optimization/Stochastic Models,OM_OR,0.92,kw=or_math | auto_broad_or,"We study firms size distribution in a mean-field model of Cournot competition in a commodity market, where price follows an inverse power demand function. Firms face irreversible investment decisions and constant depreciation of production capacity. Output is affected by Gaussian productivity shocks, whose volatility and the price function can shift due to rare macroeconomic events modeled by a two-state Markov chain. Firms aim to maximize expected discounted profits, net of investment and operating costs, based on the long-run stationary price. We establish existence and uniqueness of a stationary mean-field equilibrium and characterize it through a barrier-type investment strategy with end",no
doi:10.1287/opre.2023.0301,2025,A Unified Framework for Analyzing and Optimizing a Class of Convex Fairness Measures,Operations Research,,forthcoming,10.1287/opre.2023.0301,Man Yiu Tsang; Karmel S. Shehadeh,"[{""author"": ""Man Yiu Tsang"", ""affiliations"": [""Department of Industrial, Manufacturing, and Systems Engineering, Texas Tech University, Lubbock, Texas 79409""]}, {""author"": ""Karmel S. Shehadeh"", ""affiliations"": [""Daniel J. Epstein Department of Industrial and Systems Engineering, University of Southern California, Los Angeles, California 90007""]}]",,1,,,,,,,,,source=crossref,Optimization/Stochastic Models,OM_OR,0.92,kw=or_math | auto_broad_or,"Fairness concerns arise naturally across a wide range of decision-making contexts and application domains. Addressing these concerns requires integrating fairness measures into optimization models; however, quantifying fairness, as well as formulating and solving fairness-promoting optimization problems, remain significant challenges. In “A Unified Framework for Analyzing and Optimizing a Class of Convex Fairness Measures,” M. Y. Tsang and K. S. Shehadeh propose a new framework that unifies different fairness measures into a general, parameterized class of convex fairness measures. They introduce a unified framework for optimization problems with a convex fairness measure objective or constr",no
doi:10.1287/opre.2021.0268,2025,A Unified Theory of Robust and Distributionally Robust Optimization via the Primal-Worst-Equals-Dual-Best Principle,Operations Research,,published,10.1287/opre.2021.0268,Jianzhe Zhen; Daniel Kuhn; Wolfram Wiesemann,"[{""author"": ""Jianzhe Zhen"", ""affiliations"": [""School of Economics and Management, University of Chinese Academy of Sciences, Beijing 100864, China""]}, {""author"": ""Daniel Kuhn"", ""affiliations"": [""College of Management of Technology, \u00c9cole Polytechnique F\u00e9d\u00e9rale de Lausanne, 1015 Lausanne, Switzerland""]}, {""author"": ""Wolfram Wiesemann"", ""affiliations"": [""Imperial College Business School, Imperial College London, London SW7 2AZ, United Kingdom""]}]",,1,,,,,,,,,source=crossref,Optimization/Stochastic Models,OM_OR,0.92,kw=or_math | auto_broad_or,"A Primal-Worst-Equals-Dual-Best Perspective on Robust and Distributionally Robust Optimization In the paper “A Unified Theory of Robust and Distributionally Robust Optimization via the Primal-Worst-Equals-Dual-Best Principle,” Jianzhe Zhen, Daniel Kuhn, and Wolfram Wiesemann develop a generalized “primal-worst-equals-dual-best” principle that establishes strong duality between semi-infinite primal worst and nonconvex dual best formulations of robust and distributionally robust nonlinear optimization problems. Their theory offers an alternative characterization of (distributionally) robust optimization problems that bypasses the need to mobilize the machinery of abstract semi-infinite duality",yes
doi:10.1287/opre.2021.0331,2025,Achieving Efficiency in Black-Box Simulation of Distribution Tails with Self-Structuring Importance Samplers,Operations Research,,published,10.1287/opre.2021.0331,Anand Deo; Karthyek Murthy,"[{""author"": ""Anand Deo"", ""affiliations"": [""Decision Sciences, Indian Institute of Management, Bangalore 560076, India""]}, {""author"": ""Karthyek Murthy"", ""affiliations"": [""Engineering Systems & Design, Singapore University of Technology & Design, Singapore 487372""]}]",,1,,,,,,,,,source=crossref,Optimization/Stochastic Models,OM_OR,0.92,kw=or_math | auto_broad_or,"Scalable and efficient importance sampling for managing tail risks As the models employed in the realm of risk analytics and optimization become increasingly sophisticated, it is crucial that risk management tools, such as variance reduction techniques, that are typically designed for stylized models on a case by case basis evolve to scale well and gain broader applicability. In the paper titled “Achieving efficiency in black-box simulation of distribution tails with self-structuring importance samplers,” the authors take a step toward this goal by introducing a novel importance sampling scheme for estimating tail risks of objectives modeled with a diverse range of tools, including linear pr",no
doi:10.1287/opre.2025.apprec.v73.n4,2025,Acknowledgment to Referees (2024),Operations Research,,published,10.1287/opre.2025.apprec.v73.n4,,[],,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_default_or,,no
