school,author,counted_author_credits_2021_2025,unique_papers_2021_2025,sample_affiliation
MIT,David Simchi-Levi,39,39,"Institute for Data, Systems, and Society, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139; ; Department of Civil and Environmental Engineering, and Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139"
MIT,Dimitris Bertsimas,17,17,"Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139;"
MIT,Georgia Perakis,16,16,"Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139"
MIT,Retsef Levi,9,9,"Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139"
MIT,Negin Golrezaei,9,9,"Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139;"
MIT,Jónas Oddur Jónasson,8,8,"Operations Management, Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142;"
MIT,Alexandre Jacquillat,7,7,"MIT Sloan School of Management, Cambridge, Massachusetts 02142"
MIT,Nikolaos Trichakis,6,6,"Operations Research Center and Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139;"
MIT,Vivek F. Farias,5,5,"Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142"
MIT,Daniel Freund,5,5,"Sloan School of Management, MIT, Cambridge, Massachusetts 02139"
MIT,Stephen C. Graves,4,4,"MIT Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142"
MIT,Omar Skali Lami,4,4,"Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139"
MIT,Patrick Jaillet,4,4,"Department of Electrical Engineering and Computer Science, Laboratory for Information and Decision Systems, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139; and Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139"
MIT,Thodoris Lykouris,4,4,"Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142"
MIT,Li Wang,3,3,"Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139;"
MIT,Yanchong Zheng,3,3,"Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142;"
MIT,Bart P. G. Van Parys,2,2,"Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139;"
MIT,Dean Eckles,2,2,"Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139; ; Institute for Data, Systems and Society, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139;"
MIT,Fransisca Susan,2,2,"Operations Management, MIT Sloan School of Management, Cambridge, Massachusetts 02142;"
MIT,Swati Gupta,2,2,"Massachusetts Institute of Technology, Sloan School of Management, Cambridge, Massachusetts 02142"
MIT,Ali Aouad,2,2,"Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139"
MIT,Amine Bennouna,2,2,"Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139"
MIT,Deeksha Sinha,2,2,"Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142"
MIT,Julia Yan,2,2,"Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139"
MIT,David Scott Hunter,2,2,"Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139;"
MIT,Michael Lingzhi Li,2,2,"Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139;"
MIT,Haihao Lu,2,2,"Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142"
MIT,Erez Yoeli,2,2,"Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142"
MIT,Vivek Farias,1,1,"Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139"
MIT,Thomas L. Magnanti,1,1,"Department of Electrical Engineering and Computer Science and Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139"
MIT,Mustafa Dogan,1,1,"MIT Sloan School of Management, Cambridge, Massachusetts 02142"
MIT,Nicholas Renegar,1,1,"Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139;"
MIT,Xiao-Yue Gong,1,1,"Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139;"
MIT,Shuangyu Wang,1,1,"Institute for Data, Systems, and Society, Department of Civil and Environmental Engineering and Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139;"
MIT,Manish Raghavan,1,1,"Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142; ; Department of Electrical Engineering and Computer Science, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142"
MIT,Jimin Park,1,1,"Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139;"
MIT,Bart Van Parys,1,1,"Massachusetts Institute of Technology, Sloan School of Management, Cambridge, Massachusetts 02142"
MIT,Thomas Magnanti,1,1,"Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139; ; Singapore University of Technology and Design, Singapore 138682;"
MIT,Duncan Simester,1,1,"Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142"
MIT,Zijie Zhou,1,1,"Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139"
MIT,Antoine Désir,1,1,"Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142"
MIT,Andreea Georgescu,1,1,"Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142"
MIT,Joshua T. Wilde,1,1,"Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142"
MIT,Yuan Shi,1,1,"MIT Operations Research Center, Cambridge, Massachusetts 02142"
MIT,Joann F. de Zegher,1,1,"MIT Sloan School of Management, Operations Management, Cambridge, Massachusetts 02142"
MIT,Evan Yao,1,1,"Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139"
MIT,Yee Sian Ng,1,1,"Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139"
MIT,Christopher Edward Marks,1,1,"Operations Research Center, Charles Stark Draper Laboratory, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139;"
MIT,Nihal Koduri,1,1,"Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139"
MIT,Nicolas Guenon des Mesnards,1,1,"Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139;"
MIT,Zakaria el Hjouji,1,1,"Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139;"
MIT,Ryan Cory-Wright,1,1,"Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142;"
MIT,Saurabh Amin,1,1,"Department of Civil and Environmental Engineering, Laboratory for Information and Decision Systems and Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139"
MIT,Jackie Baek,1,1,"Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139;"
MIT,Rahul Mazumder,1,1,"Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139"
MIT,Xu Andy Sun,1,1,"Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139"
MIT,Hamza Tazi Bouardi,1,1,"Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139;"
MIT,Juan Pablo Vielma,1,1,"Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139"
MIT,Felipe Cordera,1,1,"Faculty of Physical and Mathematical Sciences, University of Chile, 8330111 Santiago, Chile; ; Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142;"
MIT,Andrew W. Lo,1,1,"MIT Sloan School of Management, Cambridge, Massachusetts 02142; ; Laboratory for Financial Engineering, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142; ; Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142; ; Santa Fe Institute, Santa Fe, New Mexico 87501;"
MIT,Theodore Papalexopoulos,1,1,"Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139;"
MIT,Alex Paskov,1,1,"Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139"
MIT,Martin Ramé,1,1,"Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139"
MIT,Célia Escribe,1,1,"Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139"
MIT,Chaoyi Zhao,1,1,"Sloan School of Management and Laboratory for Financial Engineering, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142"
MIT,Kayla Cummings,1,1,"Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139;"
MIT,Tor Schoenmeyr,1,1,"Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139"
MIT,Arthur Delarue,1,1,"Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139"
MIT,Lei Huang,1,1,"Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142"
MIT,David Nze-Ndong,1,1,"MIT Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142;"
MIT,Yannis Spantidakis,1,1,"Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142;"
MIT,Leann Thayaparan,1,1,"Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142;"
MIT,Asterios Tsiourvas,1,1,"Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142;"
MIT,Tamar Cohen-Hillel,1,1,"Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139;"
MIT,Emma Gibson,1,1,"Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142;"
MIT,Joyce Luo,1,1,"Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139;"
MIT,Stephen Graves,1,1,"Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142;"
MIT,Dirk Lauinger,1,1,"MIT Energy Initiative and Sloan School of Management, Cambridge, Massachusetts 02139;"
MIT,Drazen Prelec,1,1,"Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142"
MIT,Mohammad M. Fazel-Zarandi,1,1,"MIT Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142"
MIT,Joshua Ivanhoe,1,1,"MIT Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142"
MIT,Periklis Petridis,1,1,"MIT Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142"
MIT,Rigel Galgana,1,1,"MIT Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142"
MIT,Jiayu (Kamessi) Zhao,1,1,"Operations Research Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142"
MIT,Mohammad S. Jalali,1,1,"MGH Institute for Technology Assessment, Harvard Medical School, Boston, Massachusetts 02114; and Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02142"
UT Dallas,Milind Dawande,14,14,"Operations Management Department, Naveen Jindal School of Management, University of Texas at Dallas, Richardson, Texas 75080;"
UT Dallas,Ganesh Janakiraman,13,13,"Operations Management Department, Naveen Jindal School of Management, University of Texas at Dallas, Richardson, Texas 75080;"
UT Dallas,Yining Wang,10,10,"Naveen Jindal School of Management, University of Texas at Dallas, Richardson, Texas 75080;"
UT Dallas,Elena Katok,9,9,"Naveen Jindal School of Management, University of Texas at Dallas, Richardson, Texas 75080;"
UT Dallas,Bin Hu,7,7,"Naveen Jindal School of Management, University of Texas at Dallas, Richardson, Texas 75080;"
UT Dallas,Shouqiang Wang,6,6,"Naveen Jindal School of Management, The University of Texas at Dallas, Richardson, Texas 75080"
UT Dallas,Özalp Özer,6,6,"Naveen Jindal School of Management, The University of Texas at Dallas, Richardson, Texas 75080"
UT Dallas,Anyan Qi,6,6,"Naveen Jindal School of Management, University of Texas at Dallas, Richardson, Texas 75080"
UT Dallas,Ignacio Rios,5,5,"Naveen Jindal School of Management, University of Texas at Dallas, Richardson, Texas 75080"
UT Dallas,Guihua Wang,5,5,"Naveen Jindal School of Management, University of Texas at Dallas, Richardson, Texas 75080"
UT Dallas,Kyle Hyndman,5,5,"Naveen Jindal School of Management, University of Texas at Dallas, Richardson, Texas 75080"
UT Dallas,Alain Bensoussan,5,5,"International Center for Decision and Risk Analysis, Naveen Jindal School of Management, University of Texas at Dallas, Richardson, Texas 75083 ; The School of Data Science, City University of Hong Kong, 999077, Hong Kong"
UT Dallas,Dorothee Honhon,3,3,"Naveen Jindal School of Management, University of Texas at Dallas; Richardson, Texas 75080"
UT Dallas,Ashwin Venkataraman,3,3,"Naveen Jindal School of Management, University of Texas at Dallas, Richardson, Texas 75080;"
UT Dallas,Suresh P. Sethi,3,3,"Naveen Jindal School of Management, The University of Texas at Dallas, Richardson, Texas 75080;"
UT Dallas,Alejandro Rivera,2,2,"Naveen Jindal School of Management, University of Texas at Dallas, Dallas, Texas 75080"
UT Dallas,Andrew E. Frazelle,2,2,"Jindal School of Management, The University of Texas at Dallas, Richardson, Texas 75080;"
UT Dallas,Mingliu Chen,2,2,"Naveen Jindal School of Management, The University of Texas at Dallas, Richardson, Texas 75074;"
UT Dallas,Chonghuan Wang,2,2,"Naveen Jindal School of Management, The University of Texas at Dallas, Richardson, Texas 75080"
UT Dallas,Chandrasekhar Manchiraju,2,2,"Naveen Jindal School of Management, The University of Texas at Dallas, Richardson, Texas 75080"
UT Dallas,A. Serdar Şimşek,2,2,"Naveen Jindal School of Management, The University of Texas at Dallas, Richardson, Texas 75080"
UT Dallas,Can Küçükgül,1,1,"Naveen Jindal School of Management, The University of Texas at Dallas, Richardson, Texas 75080"
UT Dallas,Joohyun Kim,1,1,"International Center for Decision and Risk Analysis, Naveen Jindal School of Management, University of Texas at Dallas, Richardson, Texas 75083;"
UT Dallas,Metin Çakanyildirim,1,1,"Jindal School of Management, University of Texas at Dallas, Richardson, Texas 75080"
UT Dallas,Zihao Qu,1,1,"Naveen Jindal School of Management, The University of Texas at Dallas, Richardson, Texas 75080"
UT Dallas,Quanquan Liu,1,1,"Naveen Jindal School of Management, University of Texas at Dallas, Richardson, Texas 75080"
UT Dallas,Like Bu,1,1,"Naveen Jindal School of Management, The University of Texas at Dallas, Richardson, Texas 75080"
UT Dallas,Suresh Sethi,1,1,"Naveen Jindal School of Management, The University of Texas at Dallas, Richardson, Texas 75080"
UT Dallas,Mehdi H. Farahani,1,1,"Jindal School of Management, University of Texas at Dallas, Richardson, Texas 75080;"
UT Dallas,Soraya Fatehi,1,1,"Naveen Jindal School of Management, University of Texas at Dallas, Richardson, Texas 75080;"
UT Dallas,Mehmet Ayvaci,1,1,"Information Systems, Naveen Jindal School of Management, The University of Texas at Dallas, Richardson, Texas 75080"
UT Dallas,Srinivasan Raghunathan,1,1,"Information Systems, Naveen Jindal School of Management, The University of Texas at Dallas, Richardson, Texas 75080"
UT Dallas,Mehmet U. S. Ayvaci,1,1,"Naveen Jindal School of Management, The University of Texas at Dallas, Richardson, Texas 75080;"
UT Dallas,Pramit Ghosh,1,1,"Naveen Jindal School of Management, The University of Texas at Dallas, Richardson, Texas 75080"
UT Dallas,Mengxin Wang,1,1,"Naveen Jindal School of Management, The University of Texas at Dallas, Richardson, Texas 75080;"
UT Dallas,Mohammad Amin Farzaneh,1,1,"Naveen Jindal School of Management, The University of Texas at Dallas, Richardson, Texas 75080"
UT Dallas,Khai Chiong,1,1,"Naveen Jindal School of Management, University of Texas at Dallas, Richardson, Texas 75080"
UT Dallas,Alejandro Zentner,1,1,"Naveen Jindal School of Management, University of Texas at Dallas, Richardson, Texas 75080"
UT Dallas,Jimmy Qin,1,1,"Naveen Jindal School of Management, University of Texas at Dallas, Richardson, Texas 75080"
UT Dallas,Naireet Ghosh,1,1,"Naveen Jindal School of Management, The University of Texas at Dallas, Richardson, Texas 75080"
Columbia,Will Ma,15,15,"Graduate School of Business, Columbia University, New York, New York 10027;"
Columbia,Santiago R. Balseiro,10,10,"Graduate School of Business, Columbia University, New York, New York 10027;"
Columbia,Omar Besbes,10,10,"Columbia Business School, Columbia University, New York, New York 10027;"
Columbia,Yash Kanoria,8,8,"Decision, Risk and Operations Division, Columbia Business School, New York, New York 10027;"
Columbia,Jing Dong,8,8,"Graduate School of Business, Columbia University, New York, New York 10027"
Columbia,Carri W. Chan,6,6,"Decision, Risk, and Operations, Columbia Business School, New York, New York 10027"
Columbia,Daniel Russo,4,4,"Graduate School of Business, Columbia University, New York, New York 10027"
Columbia,Jerry Anunrojwong,3,3,"Columbia Business School, Columbia University, New York, New York 10027;"
Columbia,Paul Glasserman,3,3,"Columbia Business School, Columbia University, New York, New York 10027"
Columbia,Costis Maglaras,3,3,"Graduate School of Business, Columbia University, New York, New York 10027;"
Columbia,Nick Arnosti,2,2,"Decision, Risk, and Operations Division, Columbia Business School, New York, New York 10027;"
Columbia,Assaf Zeevi,2,2,"Graduate School of Business, Columbia University, New York, New York 10025"
Columbia,Kinshuk Jerath,2,2,"Columbia Business School, Columbia University, New York, New York 10027"
Columbia,Fanyin Zheng,2,2,"Columbia Business School, Columbia University, New York, New York 10027;"
Columbia,Awi Federgruen,2,2,"Graduate School of Business, Columbia University, New York, New York 10027;"
Columbia,Boris Epstein,2,2,"Graduate School of Business, Columbia University, New York, New York 10027"
Columbia,Hongseok Namkoong,2,2,"Decision, Risk, and Operations Division, Columbia Business School, New York, New York 10027"
Columbia,Wenxin Zhang,2,2,"Graduate School of Business, Columbia University, New York, New York 10027"
Columbia,Jonathan Glover,1,1,"Columbia Business School, Columbia University, New York, New York 10027;"
Columbia,Yue Hu,1,1,"Decision, Risk, and Operations, Columbia Business School, New York, New York 10027"
Columbia,Minje Park,1,1,"Decision, Risk, and Operations, Columbia Business School, New York, New York 10027;"
Columbia,Caroline Flammer,1,1,"School of International and Public Affairs, Columbia Climate School, and Columbia Business School, Columbia University, New York, New York 10027; ; National Bureau of Economic Research (NBER), Cambridge, Massachusetts 02138; ; European Corporate Governance Institute (ECGI), 1000 Brussels, Belgium;"
Columbia,Tianyi Peng,1,1,"Columbia Business School, New York, New York 10027"
Columbia,Ciamac C. Moallemi,1,1,"Graduate School of Business, Columbia University, New York, New York 10027;"
Columbia,Carlos Bonet,1,1,"Graduate School of Business, Columbia University, New York, New York 10027"
Columbia,Hongyao Ma,1,1,"Decision, Risk, and Operations Division, Columbia Business School, New York, New York 10027;"
Columbia,Yuri Fonseca,1,1,"Decision, Risk and Operations, Graduate School of Business, Columbia University, New York, New York 10027"
Columbia,Akshit Kumar,1,1,"Graduate School of Business, Columbia University, New York, New York 10027"
Columbia,Mike Li,1,1,"Columbia Business School, New York, New York 10027"
Columbia,Calum MacRury,1,1,"Graduate School of Business, Columbia University, New York, New York 10027"
Columbia,Abdullah Althenayyan,1,1,"Columbia Business School, New York, New York 10027"
Wharton (UPenn),Serguei Netessine,14,14,"Operations, Information and Decisions Department, The Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104"
Wharton (UPenn),Gad Allon,9,9,"The Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104"
Wharton (UPenn),Hamsa Bastani,7,7,"Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104;"
Wharton (UPenn),Sergei Savin,6,6,"The Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104;"
Wharton (UPenn),Hummy Song,5,5,"Operations, Information, and Decisions Department, The Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104;"
Wharton (UPenn),Ken Moon,4,4,"The Wharton School, Philadelphia, Pennsylvania 19104;"
Wharton (UPenn),Santiago Gallino,4,4,"The Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104;"
Wharton (UPenn),Christian Terwiesch,3,3,"The Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104; ; Perelman School of Medicine, University of Pennsylvania, Philadelphia, Pennsylvania 19104;"
Wharton (UPenn),Yuting Wei,3,3,"Department of Statistics and Data Science, The Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104"
Wharton (UPenn),Yuxin Chen,3,3,"Department of Statistics and Data Science, The Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104; ; Department of Electrical and Systems Engineering, University of Pennsylvania, Philadelphia, Pennsylvania 19104"
Wharton (UPenn),Marshall Fisher,3,3,"The Wharton School, The University of Pennsylvania, Philadelphia, Pennsylvania 19104"
Wharton (UPenn),Noah Gans,2,2,"Operations, Information and Decisions Department, The Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104;"
Wharton (UPenn),Guy David,2,2,"Health Care Management Department, The Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104"
Wharton (UPenn),Zhimei Ren,2,2,"Department of Statistics and Data Science, The Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104;"
Wharton (UPenn),Katherine L. Milkman,2,2,"The Wharton School University of Pennsylvania, Philadelphia, Pennsylvania 19104"
Wharton (UPenn),Gen Li,2,2,"Department of Statistics and Data Science, The Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104;"
Wharton (UPenn),Senthil Veeraraghavan,2,2,"Operations, Information and Decisions Department, The Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104"
Wharton (UPenn),Gerry Tsoukalas,1,1,"Operations, Information and Decisions Department, The Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104"
Wharton (UPenn),Arielle Anderer,1,1,"Operations Information and Decisions, Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104"
Wharton (UPenn),Gérard P. Cachon,1,1,"The Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104;"
Wharton (UPenn),Amandeep Singh,1,1,"The Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104;"
Wharton (UPenn),Christian Kaps,1,1,"The Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104"
Wharton (UPenn),Simone Marinesi,1,1,"The Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104"
Wharton (UPenn),Morris A. Cohen,1,1,"Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104;"
Wharton (UPenn),Angela L. Duckworth,1,1,"Department of Psychology, University of Pennsylvania, Philadelphia, Pennsylvania 19104; and Department of Operations, Information, and Decisions, The Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104"
Wharton (UPenn),Xuanming Su,1,1,"The Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104"
Wharton (UPenn),Shane T. Jensen,1,1,"Department of Statistics and Data Science, The Wharton School of the University of Pennsylvania, Philadelphia, Pennsylvania 19104;"
Wharton (UPenn),Ying Jin,1,1,"Department of Statistics and Data Science, The Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104"
Wharton (UPenn),Weijie Su,1,1,"The Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19146"
Wharton (UPenn),Alon Bergman,1,1,"Perelman School of Medicine, University of Pennsylvania, Philadelphia, Pennsylvania 19104; ; The Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104"
Wharton (UPenn),Joseph Carlstein,1,1,"The Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19014"
Wharton (UPenn),Morris Cohen,1,1,"Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104"
Wharton (UPenn),Borja Apaolaza,1,1,"The Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104"
Wharton (UPenn),Pia Ramchandani,1,1,"Operations, Information and Decisions Department, Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104"
Wharton (UPenn),Kartik Hosanagar,1,1,"Operations, Information and Decisions Department, The Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104"
Toronto (Rotman),Ming Hu,21,21,"Rotman School of Management, University of Toronto, Toronto, Ontario, Canada M5S 3E6;"
Toronto (Rotman),Ningyuan Chen,9,9,"Rotman School of Management, University of Toronto, Toronto, Ontario M5S 3E6, Canada;"
Toronto (Rotman),Azarakhsh Malekian,8,8,"Rotman School of Management, University of Toronto, Toronto, Ontario M5S 3E6, Canada"
Toronto (Rotman),Opher Baron,8,8,"Rotman School of Management, University of Toronto, Toronto, Ontario M5S 3E6, Canada;"
Toronto (Rotman),Sheng Liu,7,7,"Rotman School of Management, University of Toronto, Toronto, Ontario M5S 3E6, Canada;"
Toronto (Rotman),Gonzalo Romero,4,4,"Rotman School of Management, University of Toronto, Toronto, Ontario M5S 1A1, Canada"
Toronto (Rotman),Shreyas Sekar,2,2,"University of Toronto Scarborough and Rotman School of Management, Toronto, Ontario M5S 1A1, Canada"
Toronto (Rotman),Philipp Afèche,2,2,"Rotman School of Management, University of Toronto, Toronto, Ontario M5S 3E6, Canada;"
Toronto (Rotman),Oded Berman,2,2,"Rotman School of Management, University of Toronto, Toronto, Ontario M5S 3E6, Canada;"
Toronto (Rotman),Redouane Elkamhi,1,1,"Rotman School of Management, University of Toronto, Toronto, Ontario M5S 3E6, Canada;"
Toronto (Rotman),Manuela R. Collis,1,1,"Rotman School of Management, University of Toronto, Toronto, Ontario M5S 3E6, Canada;"
Toronto (Rotman),Joshua S. Gans,1,1,"Rotman School of Management, University of Toronto, Toronto, Ontario M5S 3E6, Canada; ; National Bureau of Economic Research, Cambridge, Massachusetts 02138;"
Toronto (Rotman),Andre A. Cire,1,1,"Department of Management, University of Toronto Scarborough & Rotman School of Management, Toronto, Ontario M5S 1A1, Canada"
Toronto (Rotman),Akram Khaleghei,1,1,"Rotman School of Business, University of Toronto, Toronto, Ontario M5S 3E6, Canada;"
Toronto (Rotman),Nasser Barjesteh,1,1,"Rotman School of Management, University of Toronto, Toronto, Ontario M5S 3E6, Canada"
Toronto (Rotman),Yufeng Zheng,1,1,"Rotman School of Management, University of Toronto, Toronto, Ontario M5S 3E6, Canada"
Toronto (Rotman),Joseph Milner,1,1,"Rotman School of Management, University of Toronto, Toronto, Ontario M5S 3E6, Canada"
Toronto (Rotman),Nooshin Salari,1,1,"Rotman School of Management, University of Toronto, Toronto, Ontario M5S 1A1, Canada ; Department of Industrial Engineering and Operations Research, University of California, Berkeley, Berkeley, California 94720"
Toronto (Rotman),Tianshu Lu,1,1,"Rotman School of Management, University of Toronto, Toronto, Ontario M5S 3E6, Canada"
Toronto (Rotman),Hansheng Jiang,1,1,"Rotman School of Management, University of Toronto, Toronto, Ontario M5S 3E6, Canada"
Toronto (Rotman),Dmitry Krass,1,1,"Rotman School of Management, University of Toronto, Toronto, Ontario M5S 3E6, Canada"
Toronto (Rotman),Zhenghang Xu,1,1,"Rotman School of Management, University of Toronto, Toronto, Ontario M5S 3E6, Canada"
NYU (Stern),Jiawei Zhang,11,11,"Stern School of Business, New York University, New York, New York 10012"
NYU (Stern),Zhengyuan Zhou,10,10,"Stern School of Business, New York University, New York, New York 10012"
NYU (Stern),Ilan Lobel,8,8,"Stern School of Business, New York University, New York, New York 10012"
NYU (Stern),Xi Chen,8,8,"Leonard N. Stern School of Business, New York University, New York, New York 10012;"
NYU (Stern),Divya Singhvi,7,7,"Stern School of Business, New York University, New York, New York 10012"
NYU (Stern),Srikanth Jagabathula,6,6,"Stern School of Business, New York University, New York, New York 10012"
NYU (Stern),Mor Armony,3,3,"Stern Business School, New York University, New York, New York 10012"
NYU (Stern),Jackie Baek,3,3,"Stern School of Business, New York University, New York, New York 10012;"
NYU (Stern),Michael Pinedo,2,2,"Stern School of Business, New York University, New York, New York 10012;"
NYU (Stern),Wenqiang Xiao,2,2,"Leonard N. Stern School of Business, New York University, New York, New York 10012"
NYU (Stern),Anindya Ghose,1,1,"Stern Business School, New York University, New York, New York 10012"
